Make,MSRP,Body Size,Body Style,Engine Aspiration,Drivetrain,Transmission,Horsepower_no,Torque_no
Ford,49995.0,Large,Pickup Truck,Electric Motor,4WD,automatic,426.0,775.0
Ford,54995.0,Large,Pickup Truck,Electric Motor,4WD,automatic,426.0,775.0
Ford,76175.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,430.0,485.0
Ford,75975.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,430.0,485.0
Ford,63740.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,430.0,485.0
Ford,61410.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,430.0,485.0
Ford,63940.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,430.0,485.0
Ford,61610.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,430.0,485.0
Ford,96095.0,Large,Pickup Truck,Turbocharged,4WD,automatic,500.0,120.0
Ford,96295.0,Large,Pickup Truck,Turbocharged,4WD,automatic,500.0,120.0
Ford,76865.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,430.0,485.0
Ford,77065.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,430.0,485.0
Ford,50560.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,405.0,445.0
Ford,47960.0,Large,Pickup Truck,Naturally Aspirated,RWD,automatic,405.0,445.0
Ford,50770.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,405.0,445.0
Ford,47760.0,Large,Pickup Truck,Naturally Aspirated,RWD,automatic,405.0,445.0
Ford,46505.0,Large,Pickup Truck,Naturally Aspirated,RWD,automatic,405.0,445.0
Ford,46305.0,Large,Pickup Truck,Naturally Aspirated,RWD,automatic,405.0,445.0
Ford,49095.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,405.0,445.0
Ford,43970.0,Large,Pickup Truck,Naturally Aspirated,RWD,automatic,405.0,445.0
Ford,46760.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,405.0,445.0
Ford,49305.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,405.0,445.0
Ford,54715.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,430.0,485.0
Ford,54510.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,430.0,485.0
Ford,50105.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,430.0,485.0
Ford,52755.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,430.0,485.0
Ford,52955.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,430.0,485.0
Ford,77025.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,430.0,485.0
Ford,77220.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,430.0,485.0
Ford,78160.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,430.0,485.0
Ford,64790.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,430.0,485.0
Ford,64990.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,430.0,485.0
Ford,62460.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,430.0,485.0
Ford,62660.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,430.0,485.0
Ford,66480.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,430.0,485.0
Ford,64145.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,430.0,485.0
Ford,97470.0,Large,Pickup Truck,Turbocharged,4WD,automatic,500.0,120.0
Ford,97270.0,Large,Pickup Truck,Turbocharged,4WD,automatic,500.0,120.0
Ford,99280.0,Large,Pickup Truck,Turbocharged,4WD,automatic,500.0,120.0
Ford,78115.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,430.0,485.0
Ford,77915.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,430.0,485.0
Ford,80145.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,430.0,485.0
Ford,51620.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,405.0,445.0
Ford,48815.0,Large,Pickup Truck,Naturally Aspirated,RWD,automatic,405.0,445.0
Ford,51815.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,405.0,445.0
Ford,47555.0,Large,Pickup Truck,Naturally Aspirated,RWD,automatic,405.0,445.0
Ford,47345.0,Large,Pickup Truck,Naturally Aspirated,RWD,automatic,405.0,445.0
Ford,50345.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,405.0,445.0
Ford,50155.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,405.0,445.0
Ford,47815.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,405.0,445.0
Ford,49015.0,Large,Pickup Truck,Naturally Aspirated,RWD,automatic,405.0,445.0
Ford,49045.0,Large,Pickup Truck,Naturally Aspirated,RWD,automatic,405.0,445.0
Ford,49305.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,405.0,445.0
Ford,45015.0,Large,Pickup Truck,Naturally Aspirated,RWD,automatic,405.0,445.0
Ford,51830.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,405.0,445.0
Ford,50500.0,Large,Pickup Truck,Naturally Aspirated,RWD,automatic,405.0,445.0
Ford,53300.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,405.0,445.0
Ford,46505.0,Large,Pickup Truck,Naturally Aspirated,RWD,automatic,405.0,445.0
Ford,55560.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,430.0,485.0
Ford,55760.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,430.0,485.0
Ford,54010.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,430.0,485.0
Ford,53800.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,430.0,485.0
Ford,56610.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,430.0,485.0
Ford,54840.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,430.0,485.0
Ford,51160.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,430.0,485.0
Ford,52115.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,430.0,485.0
Ford,91090.0,Large,Pickup Truck,Turbocharged,4WD,automatic,475.0,105.0
Ford,78665.0,Large,Pickup Truck,Turbocharged,4WD,automatic,475.0,105.0
Ford,103030.0,Large,Pickup Truck,Turbocharged,4WD,automatic,500.0,120.0
Ford,92535.0,Large,Pickup Truck,Turbocharged,4WD,automatic,475.0,105.0
Ford,66925.0,Large,Pickup Truck,Turbocharged,4WD,automatic,475.0,105.0
Ford,58455.0,Large,Pickup Truck,Turbocharged,RWD,automatic,475.0,105.0
Ford,63455.0,Large,Pickup Truck,Turbocharged,RWD,automatic,475.0,105.0
Ford,61765.0,Large,Pickup Truck,Turbocharged,4WD,automatic,475.0,105.0
Ford,69035.0,Large,Pickup Truck,Turbocharged,4WD,automatic,475.0,105.0
Ford,65695.0,Large,Pickup Truck,Turbocharged,4WD,automatic,475.0,105.0
Ford,28355.0,Compact,Pickup Truck,Naturally Aspirated,FWD,automatic,191.0,300.0
Ford,22595.0,Compact,Pickup Truck,Naturally Aspirated,FWD,automatic,191.0,300.0
Ford,24855.0,Compact,Pickup Truck,Naturally Aspirated,FWD,automatic,191.0,300.0
Ford,27770.0,Midsize,Coupe,Turbocharged,RWD,manual,310.0,350.0
Ford,33270.0,Midsize,Convertible,Turbocharged,RWD,manual,310.0,350.0
Ford,38295.0,Midsize,Convertible,Turbocharged,RWD,manual,310.0,350.0
Ford,32795.0,Midsize,Coupe,Turbocharged,RWD,manual,310.0,350.0
Ford,38345.0,Midsize,Coupe,Naturally Aspirated,RWD,manual,460.0,420.0
Ford,48865.0,Midsize,Convertible,Naturally Aspirated,RWD,manual,460.0,420.0
Ford,43365.0,Midsize,Coupe,Naturally Aspirated,RWD,manual,460.0,420.0
Ford,55570.0,Midsize,Coupe,Naturally Aspirated,RWD,manual,480.0,420.0
Ford,56995.0,Midsize,Hatchback,Electric Motor,AWD,automatic,346.0,428.0
Ford,59995.0,Midsize,Hatchback,Electric Motor,AWD,automatic,480.0,600.0
Ford,46995.0,Midsize,Hatchback,Electric Motor,RWD,automatic,266.0,317.0
Ford,49995.0,Midsize,Hatchback,Electric Motor,AWD,automatic,266.0,428.0
Ford,46995.0,Midsize,Hatchback,Electric Motor,RWD,automatic,266.0,317.0
Ford,49995.0,Midsize,Hatchback,Electric Motor,AWD,automatic,311.0,427.0
Ford,42995.0,Midsize,Hatchback,Electric Motor,RWD,automatic,266.0,317.0
Ford,45995.0,Midsize,Hatchback,Electric Motor,AWD,automatic,266.0,428.0
Ford,42995.0,Midsize,Hatchback,Electric Motor,RWD,automatic,266.0,317.0
Ford,45995.0,Midsize,Hatchback,Electric Motor,AWD,automatic,311.0,427.0
Ford,37460.0,Compact,Pickup Truck,Turbocharged,RWD,automatic,270.0,310.0
Ford,40945.0,Compact,Pickup Truck,Turbocharged,4WD,automatic,270.0,310.0
Ford,35500.0,Compact,Pickup Truck,Turbocharged,RWD,automatic,270.0,310.0
Ford,38985.0,Compact,Pickup Truck,Turbocharged,4WD,automatic,270.0,310.0
Ford,27400.0,Compact,Pickup Truck,Turbocharged,RWD,automatic,270.0,310.0
Ford,31045.0,Compact,Pickup Truck,Turbocharged,4WD,automatic,270.0,310.0
Ford,29585.0,Compact,Pickup Truck,Turbocharged,RWD,automatic,270.0,310.0
Ford,33230.0,Compact,Pickup Truck,Turbocharged,4WD,automatic,270.0,310.0
Ford,33420.0,Compact,Pickup Truck,Turbocharged,RWD,automatic,270.0,310.0
Ford,36905.0,Compact,Pickup Truck,Turbocharged,4WD,automatic,270.0,310.0
Ford,31460.0,Compact,Pickup Truck,Turbocharged,RWD,automatic,270.0,310.0
Ford,34945.0,Compact,Pickup Truck,Turbocharged,4WD,automatic,270.0,310.0
Ford,43230.0,Large,Cargo Van,Naturally Aspirated,RWD,automatic,275.0,260.0
Ford,41955.0,Midsize,Cargo Van,Naturally Aspirated,RWD,automatic,275.0,260.0
Ford,47925.0,Large,Cargo Van,Naturally Aspirated,AWD,automatic,275.0,260.0
Ford,46650.0,Midsize,Cargo Van,Naturally Aspirated,AWD,automatic,275.0,260.0
Ford,47475.0,Large,Cargo Van,Naturally Aspirated,AWD,automatic,275.0,260.0
Ford,42780.0,Large,Cargo Van,Naturally Aspirated,RWD,automatic,275.0,260.0
Ford,48745.0,Large,Cargo Van,Naturally Aspirated,AWD,automatic,275.0,260.0
Ford,44055.0,Large,Cargo Van,Naturally Aspirated,RWD,automatic,275.0,260.0
Ford,51845.0,Large,Cargo Van,Naturally Aspirated,AWD,automatic,275.0,260.0
Ford,47155.0,Large,Cargo Van,Naturally Aspirated,RWD,automatic,275.0,260.0
Ford,53070.0,Large,Cargo Van,Naturally Aspirated,AWD,automatic,275.0,260.0
Ford,48375.0,Large,Cargo Van,Naturally Aspirated,RWD,automatic,275.0,260.0
Ford,48875.0,Large,Cargo Van,Naturally Aspirated,AWD,automatic,275.0,260.0
Ford,44175.0,Large,Cargo Van,Naturally Aspirated,RWD,automatic,275.0,260.0
Ford,47600.0,Midsize,Cargo Van,Naturally Aspirated,AWD,automatic,275.0,260.0
Ford,42905.0,Midsize,Cargo Van,Naturally Aspirated,RWD,automatic,275.0,260.0
Ford,48425.0,Large,Cargo Van,Naturally Aspirated,AWD,automatic,275.0,260.0
Ford,43730.0,Large,Cargo Van,Naturally Aspirated,RWD,automatic,275.0,260.0
Ford,45005.0,Large,Cargo Van,Naturally Aspirated,RWD,automatic,275.0,260.0
Ford,49700.0,Large,Cargo Van,Naturally Aspirated,AWD,automatic,275.0,260.0
Ford,50220.0,Large,Cargo Van,Naturally Aspirated,RWD,automatic,275.0,260.0
Ford,55305.0,Large,Cargo Van,Naturally Aspirated,AWD,automatic,275.0,260.0
Ford,50570.0,Large,Cargo Van,Naturally Aspirated,RWD,automatic,275.0,260.0
Ford,57115.0,Large,Cargo Van,Twin-Turbo,AWD,automatic,310.0,400.0
Ford,52575.0,Large,Cargo Van,Twin-Turbo,RWD,automatic,310.0,400.0
Ford,58160.0,Large,Cargo Van,Twin-Turbo,AWD,automatic,310.0,400.0
Ford,48405.0,Large,Cargo Van,Naturally Aspirated,RWD,automatic,275.0,260.0
Ford,53100.0,Large,Cargo Van,Naturally Aspirated,AWD,automatic,275.0,260.0
Ford,54320.0,Large,Cargo Van,Naturally Aspirated,AWD,automatic,275.0,260.0
Ford,49625.0,Large,Cargo Van,Naturally Aspirated,RWD,automatic,275.0,260.0
Ford,48945.0,Large,Cargo Van,Naturally Aspirated,RWD,automatic,275.0,260.0
Ford,53640.0,Large,Cargo Van,Naturally Aspirated,AWD,automatic,275.0,260.0
Ford,54860.0,Large,Cargo Van,Naturally Aspirated,AWD,automatic,275.0,260.0
Ford,50165.0,Large,Cargo Van,Naturally Aspirated,RWD,automatic,275.0,260.0
Ford,48850.0,Midsize,Cargo Van,Naturally Aspirated,AWD,automatic,275.0,260.0
Ford,50125.0,Large,Cargo Van,Naturally Aspirated,AWD,automatic,275.0,260.0
Ford,45430.0,Large,Cargo Van,Naturally Aspirated,RWD,automatic,275.0,260.0
Ford,44155.0,Midsize,Cargo Van,Naturally Aspirated,RWD,automatic,275.0,260.0
Ford,45970.0,Large,Cargo Van,Naturally Aspirated,RWD,automatic,275.0,260.0
Ford,50660.0,Large,Cargo Van,Naturally Aspirated,AWD,automatic,275.0,260.0
Ford,44975.0,Large,Cargo Van,Naturally Aspirated,RWD,automatic,275.0,260.0
Ford,50945.0,Large,Cargo Van,Naturally Aspirated,AWD,automatic,275.0,260.0
Ford,46255.0,Large,Cargo Van,Naturally Aspirated,RWD,automatic,275.0,260.0
Ford,49675.0,Large,Cargo Van,Naturally Aspirated,AWD,automatic,275.0,260.0
Ford,51490.0,Large,Cargo Van,Naturally Aspirated,AWD,automatic,275.0,260.0
Ford,46790.0,Large,Cargo Van,Naturally Aspirated,RWD,automatic,275.0,260.0
Ford,32790.0,Compact,Cargo Minivan,Naturally Aspirated,FWD,automatic,162.0,144.0
Ford,32790.0,Compact,Cargo Minivan,Naturally Aspirated,FWD,automatic,162.0,144.0
Ford,33790.0,Large,Cargo Minivan,Naturally Aspirated,FWD,automatic,162.0,144.0
Ford,33790.0,Large,Cargo Minivan,Naturally Aspirated,FWD,automatic,162.0,144.0
Ford,34965.0,Compact,Cargo Minivan,Naturally Aspirated,FWD,automatic,162.0,144.0
Ford,34965.0,Compact,Cargo Minivan,Naturally Aspirated,FWD,automatic,162.0,144.0
Ford,35965.0,Large,Cargo Minivan,Naturally Aspirated,FWD,automatic,162.0,144.0
Ford,35965.0,Large,Cargo Minivan,Naturally Aspirated,FWD,automatic,162.0,144.0
Ford,38560.0,Compact,Passenger Minivan,Naturally Aspirated,FWD,automatic,162.0,144.0
Ford,34360.0,Compact,Passenger Minivan,Naturally Aspirated,FWD,automatic,162.0,144.0
Ford,34360.0,Compact,Passenger Minivan,Naturally Aspirated,FWD,automatic,162.0,144.0
Ford,36475.0,Compact,Passenger Minivan,Naturally Aspirated,FWD,automatic,162.0,144.0
Ford,36475.0,Compact,Passenger Minivan,Naturally Aspirated,FWD,automatic,162.0,144.0
Ford,44320.0,Midsize,Passenger Van,Naturally Aspirated,RWD,automatic,275.0,260.0
Ford,50285.0,Large,Passenger Van,Naturally Aspirated,AWD,automatic,275.0,260.0
Ford,49015.0,Midsize,Passenger Van,Naturally Aspirated,AWD,automatic,275.0,260.0
Ford,45590.0,Large,Passenger Van,Naturally Aspirated,RWD,automatic,275.0,260.0
Ford,45140.0,Large,Passenger Van,Naturally Aspirated,RWD,automatic,275.0,260.0
Ford,51115.0,Large,Passenger Van,Naturally Aspirated,AWD,automatic,275.0,260.0
Ford,49840.0,Large,Passenger Van,Naturally Aspirated,AWD,automatic,275.0,260.0
Ford,46420.0,Large,Passenger Van,Naturally Aspirated,RWD,automatic,275.0,260.0
Ford,54210.0,Large,Passenger Van,Naturally Aspirated,AWD,automatic,275.0,260.0
Ford,49515.0,Large,Passenger Van,Naturally Aspirated,RWD,automatic,275.0,260.0
Ford,49965.0,Midsize,Passenger Van,Naturally Aspirated,AWD,automatic,275.0,260.0
Ford,51240.0,Large,Passenger Van,Naturally Aspirated,AWD,automatic,275.0,260.0
Ford,45265.0,Midsize,Passenger Van,Naturally Aspirated,RWD,automatic,275.0,260.0
Ford,46545.0,Large,Passenger Van,Naturally Aspirated,RWD,automatic,275.0,260.0
Ford,47370.0,Large,Passenger Van,Naturally Aspirated,RWD,automatic,275.0,260.0
Ford,46090.0,Large,Passenger Van,Naturally Aspirated,RWD,automatic,275.0,260.0
Ford,50785.0,Large,Passenger Van,Naturally Aspirated,AWD,automatic,275.0,260.0
Ford,52065.0,Large,Passenger Van,Naturally Aspirated,AWD,automatic,275.0,260.0
Ford,52930.0,Large,Passenger Van,Naturally Aspirated,RWD,automatic,275.0,260.0
Ford,57275.0,Large,Passenger Van,Naturally Aspirated,AWD,automatic,275.0,260.0
Ford,59085.0,Large,Passenger Van,Twin-Turbo,AWD,automatic,310.0,400.0
Ford,52575.0,Large,Passenger Van,Naturally Aspirated,RWD,automatic,275.0,260.0
Ford,55465.0,Large,Passenger Van,Naturally Aspirated,AWD,automatic,275.0,260.0
Ford,50770.0,Large,Passenger Van,Naturally Aspirated,RWD,automatic,275.0,260.0
Ford,51215.0,Midsize,Passenger Van,Naturally Aspirated,AWD,automatic,275.0,260.0
Ford,46520.0,Midsize,Passenger Van,Naturally Aspirated,RWD,automatic,275.0,260.0
Ford,52485.0,Large,Passenger Van,Naturally Aspirated,AWD,automatic,275.0,260.0
Ford,47790.0,Large,Passenger Van,Naturally Aspirated,RWD,automatic,275.0,260.0
Ford,53315.0,Large,Passenger Van,Naturally Aspirated,AWD,automatic,275.0,260.0
Ford,48620.0,Large,Passenger Van,Naturally Aspirated,RWD,automatic,275.0,260.0
Ford,52040.0,Large,Passenger Van,Naturally Aspirated,AWD,automatic,275.0,260.0
Ford,47340.0,Large,Passenger Van,Naturally Aspirated,RWD,automatic,275.0,260.0
Ford,58900.0,Large,Passenger Van,Twin-Turbo,AWD,automatic,310.0,400.0
Ford,52270.0,Large,Passenger Van,Naturally Aspirated,RWD,automatic,275.0,260.0
Ford,54765.0,Large,Passenger Van,Naturally Aspirated,RWD,automatic,275.0,260.0
Ford,61405.0,Large,Passenger Van,Twin-Turbo,AWD,automatic,310.0,400.0
Ford,51205.0,Large,Passenger Van,Naturally Aspirated,RWD,automatic,275.0,260.0
Ford,55900.0,Large,Passenger Van,Naturally Aspirated,AWD,automatic,275.0,260.0
Ford,48630.0,Midsize,Passenger Van,Naturally Aspirated,RWD,automatic,275.0,260.0
Ford,53325.0,Midsize,Passenger Van,Naturally Aspirated,AWD,automatic,275.0,260.0
Ford,54455.0,Large,Passenger Van,Naturally Aspirated,AWD,automatic,275.0,260.0
Ford,49760.0,Large,Passenger Van,Naturally Aspirated,RWD,automatic,275.0,260.0
Ford,53715.0,Large,Passenger Van,Naturally Aspirated,RWD,automatic,275.0,260.0
Ford,58405.0,Large,Passenger Van,Naturally Aspirated,AWD,automatic,275.0,260.0
Ford,55835.0,Midsize,Passenger Van,Naturally Aspirated,AWD,automatic,275.0,260.0
Ford,51140.0,Midsize,Passenger Van,Naturally Aspirated,RWD,automatic,275.0,260.0
Ford,52265.0,Large,Passenger Van,Naturally Aspirated,RWD,automatic,275.0,260.0
Ford,56955.0,Large,Passenger Van,Naturally Aspirated,AWD,automatic,275.0,260.0
Mercedes-Benz,95900.0,Large,Sedan,Turbocharged,AWD,automatic,362.0,369.0
Mercedes-Benz,106700.0,Large,Sedan,Twincharged,AWD,automatic,429.0,384.0
Mercedes-Benz,149200.0,Large,Sedan,Twin-Turbo,AWD,automatic,577.0,590.0
Mercedes-Benz,170350.0,Large,Sedan,Twin-Turbo,AWD,automatic,630.0,664.0
Mercedes-Benz,62600.0,Midsize,Coupe,Twin-Turbo,AWD,automatic,385.0,384.0
Mercedes-Benz,69250.0,Midsize,Convertible,Twin-Turbo,AWD,automatic,385.0,384.0
Mercedes-Benz,59900.0,Midsize,Sedan,Turbocharged,AWD,automatic,402.0,369.0
Mercedes-Benz,81850.0,Midsize,Coupe,Twin-Turbo,RWD,automatic,503.0,516.0
Mercedes-Benz,90000.0,Midsize,Convertible,Twin-Turbo,RWD,automatic,503.0,516.0
Mercedes-Benz,44850.0,Midsize,Sedan,Turbocharged,RWD,automatic,255.0,295.0
Mercedes-Benz,49550.0,Midsize,Coupe,Turbocharged,RWD,automatic,255.0,273.0
Mercedes-Benz,57250.0,Midsize,Convertible,Turbocharged,RWD,automatic,255.0,273.0
Mercedes-Benz,46850.0,Midsize,Sedan,Turbocharged,AWD,automatic,255.0,295.0
Mercedes-Benz,51550.0,Midsize,Coupe,Turbocharged,AWD,automatic,255.0,273.0
Mercedes-Benz,59250.0,Midsize,Convertible,Turbocharged,AWD,automatic,255.0,273.0
Mercedes-Benz,49500.0,Midsize,Sedan,Turbocharged,AWD,automatic,302.0,295.0
Mercedes-Benz,57800.0,Midsize,Sedan,Turbocharged,AWD,automatic,382.0,354.0
Mercedes-Benz,39350.0,Midsize,Sedan,Turbocharged,FWD,automatic,221.0,258.0
Mercedes-Benz,41350.0,Midsize,Sedan,Turbocharged,AWD,automatic,221.0,258.0
Mercedes-Benz,76500.0,Large,Sedan,Turbocharged,AWD,automatic,362.0,369.0
Mercedes-Benz,91500.0,Midsize,Convertible,Twincharged,AWD,automatic,429.0,384.0
Mercedes-Benz,81300.0,Large,Sedan,Twincharged,AWD,automatic,429.0,384.0
Mercedes-Benz,84500.0,Midsize,Coupe,Twincharged,AWD,automatic,429.0,384.0
Mercedes-Benz,112800.0,Large,Sedan,Twin-Turbo,AWD,automatic,603.0,627.0
Mercedes-Benz,121100.0,Large,Wagon,Twin-Turbo,AWD,automatic,603.0,627.0
Mercedes-Benz,56750.0,Large,Sedan,Turbocharged,RWD,automatic,255.0,273.0
Mercedes-Benz,59250.0,Large,Sedan,Turbocharged,AWD,automatic,255.0,273.0
Mercedes-Benz,69750.0,Midsize,Coupe,Turbocharged,RWD,automatic,362.0,369.0
Mercedes-Benz,76900.0,Midsize,Convertible,Turbocharged,RWD,automatic,362.0,369.0
Mercedes-Benz,65550.0,Large,Sedan,Turbocharged,AWD,automatic,362.0,369.0
Mercedes-Benz,72250.0,Midsize,Coupe,Turbocharged,AWD,automatic,362.0,369.0
Mercedes-Benz,79550.0,Midsize,Convertible,Turbocharged,AWD,automatic,362.0,369.0
Mercedes-Benz,71250.0,Large,Wagon,Turbocharged,AWD,automatic,362.0,369.0
Mercedes-Benz,52750.0,Midsize,SUV,Electric Motor,FWD,automatic,188.0,284.0
Mercedes-Benz,56900.0,Midsize,SUV,Electric Motor,AWD,automatic,225.0,288.0
Mercedes-Benz,60550.0,Midsize,SUV,Electric Motor,AWD,automatic,288.0,384.0
Mercedes-Benz,106900.0,Large,Sedan,Electric Motor,AWD,automatic,617.0,701.0
Mercedes-Benz,77900.0,Large,Sedan,Electric Motor,AWD,automatic,288.0,564.0
Mercedes-Benz,74900.0,Large,Sedan,Electric Motor,RWD,automatic,288.0,417.0
Mercedes-Benz,85900.0,Large,Sedan,Electric Motor,AWD,automatic,402.0,633.0
Mercedes-Benz,77900.0,Large,SUV,Electric Motor,AWD,automatic,288.0,564.0
Mercedes-Benz,77900.0,Large,SUV,Electric Motor,RWD,automatic,288.0,417.0
Mercedes-Benz,89500.0,Large,SUV,Electric Motor,AWD,automatic,402.0,633.0
Mercedes-Benz,147550.0,Large,Sedan,Electric Motor,AWD,automatic,649.0,700.0
Mercedes-Benz,107400.0,Large,Sedan,Electric Motor,AWD,automatic,355.0,590.0
Mercedes-Benz,104400.0,Large,Sedan,Electric Motor,RWD,automatic,329.0,417.0
Mercedes-Benz,125950.0,Large,Sedan,Electric Motor,AWD,automatic,516.0,631.0
Mercedes-Benz,107400.0,Large,SUV,Electric Motor,AWD,automatic,355.0,590.0
Mercedes-Benz,104400.0,Large,SUV,Electric Motor,RWD,automatic,355.0,419.0
Mercedes-Benz,125950.0,Large,SUV,Electric Motor,AWD,automatic,536.0,633.0
Mercedes-Benz,179000.0,Midsize,SUV,Twin-Turbo,4WD,automatic,577.0,627.0
Mercedes-Benz,349000.0,Midsize,SUV,Twin-Turbo,4WD,automatic,577.0,627.0
Mercedes-Benz,139900.0,Midsize,SUV,Twin-Turbo,4WD,automatic,416.0,450.0
Mercedes-Benz,49500.0,Compact,SUV,Turbocharged,AWD,automatic,302.0,295.0
Mercedes-Benz,56650.0,Compact,SUV,Turbocharged,AWD,automatic,382.0,354.0
Mercedes-Benz,37500.0,Compact,SUV,Turbocharged,FWD,automatic,221.0,258.0
Mercedes-Benz,39500.0,Compact,SUV,Turbocharged,AWD,automatic,221.0,258.0
Mercedes-Benz,51500.0,Midsize,SUV,Turbocharged,AWD,automatic,302.0,295.0
Mercedes-Benz,39800.0,Midsize,SUV,Turbocharged,FWD,automatic,221.0,258.0
Mercedes-Benz,41800.0,Midsize,SUV,Turbocharged,AWD,automatic,221.0,258.0
Mercedes-Benz,47100.0,Midsize,SUV,Turbocharged,RWD,automatic,255.0,295.0
Mercedes-Benz,49100.0,Midsize,SUV,Turbocharged,AWD,automatic,255.0,295.0
Mercedes-Benz,68200.0,Midsize,SUV,Twin-Turbo,AWD,automatic,385.0,384.0
Mercedes-Benz,54700.0,Midsize,SUV,Turbocharged,AWD,automatic,255.0,273.0
Mercedes-Benz,76950.0,Large,SUV,Twincharged,AWD,automatic,429.0,384.0
Mercedes-Benz,120000.0,Large,SUV,Twin-Turbo,AWD,automatic,603.0,627.0
Mercedes-Benz,57700.0,Large,SUV,Turbocharged,RWD,automatic,255.0,273.0
Mercedes-Benz,60200.0,Large,SUV,Turbocharged,AWD,automatic,255.0,273.0
Mercedes-Benz,66450.0,Large,SUV,Turbocharged,AWD,automatic,362.0,369.0
Mercedes-Benz,83850.0,Large,SUV,Twin-Turbo,AWD,automatic,483.0,516.0
Mercedes-Benz,81200.0,Large,SUV,Twincharged,AWD,automatic,429.0,384.0
Mercedes-Benz,120700.0,Large,SUV,Twin-Turbo,AWD,automatic,603.0,627.0
Mercedes-Benz,139000.0,Large,SUV,Twincharged,AWD,automatic,603.0,627.0
Mercedes-Benz,81800.0,Large,SUV,Turbocharged,AWD,automatic,362.0,369.0
Mercedes-Benz,105000.0,Large,SUV,Twin-Turbo,AWD,automatic,483.0,516.0
Mercedes-Benz,193400.0,Large,Sedan,Twin-Turbo,AWD,automatic,496.0,516.0
Mercedes-Benz,229000.0,Large,Sedan,Twin-Turbo,AWD,automatic,621.0,664.0
Mercedes-Benz,170000.0,Large,SUV,Twin-Turbo,AWD,automatic,550.0,538.0
Mercedes-Benz,39600.0,Large,Cargo Minivan,Turbocharged,RWD,automatic,208.0,258.0
Mercedes-Benz,40200.0,Large,Cargo Minivan,Turbocharged,RWD,automatic,208.0,258.0
Mercedes-Benz,43600.0,Large,Passenger Minivan,Turbocharged,RWD,automatic,208.0,258.0
Mercedes-Benz,114500.0,Large,Sedan,Twincharged,AWD,automatic,429.0,384.0
Mercedes-Benz,124000.0,Large,Sedan,Twin-Turbo,AWD,automatic,496.0,516.0
Mercedes-Benz,120500.0,Large,Sedan,Turbocharged,AWD,automatic,510.0,553.0
Mercedes-Benz,109900.0,Midsize,Convertible,Turbocharged,RWD,automatic,375.0,354.0
Mercedes-Benz,141300.0,Midsize,Convertible,Twin-Turbo,AWD,automatic,469.0,516.0
Mercedes-Benz,183000.0,Midsize,Convertible,Twin-Turbo,AWD,automatic,577.0,590.0
Mercedes-Benz,43500.0,Large,Cargo Van,Turbocharged,RWD,automatic,188.0,258.0
